iter	MAE
2922	0.1341758818
2923	0.1341653255
2924	0.1341612774
2925	0.1341485406
2926	0.1341412503
2927	0.1341308445
2928	0.1341191073
2929	0.134110206
2930	0.1341024477
2931	0.1340957646
2932	0.1340812639
2933	0.1340780736
2934	0.1340696131
2935	0.1340605366
2936	0.134052361
2937	0.1340402957
2938	0.1340300777
2939	0.1340203443
2940	0.1340150013
2941	0.134008324
2942	0.134005658
2943	0.1339863948
2944	0.1339699257
2945	0.1339628841
2946	0.1339526458
2947	0.133946727
2948	0.1339393485
2949	0.1339328988
2950	0.1339280938
2951	0.1339202156
2952	0.1339142342
2953	0.133907325
2954	0.1338977272
2955	0.133879636
2956	0.1338719288
2957	0.1338615345
2958	0.1338513564
2959	0.1338376197
2960	0.1338330203
2961	0.1338263402
2962	0.1338212877
2963	0.1338168053
2964	0.1338061489
2965	0.1338008674
2966	0.1337921254
2967	0.1337811661
2968	0.1337780567
2969	0.1337737284
2970	0.1337680871
2971	0.1337609273
2972	0.1337430621
2973	0.1337324963
2974	0.1337275039
2975	0.133719581
2976	0.1337127178
2977	0.1336985893
2978	0.1336913977
2979	0.1336859636
2980	0.1336744107
2981	0.1336640953
2982	0.133659735
2983	0.1336573506
2984	0.1336560014
2985	0.1336448647
2986	0.1336179028
2987	0.1336103335
2988	0.1336082171
2989	0.1336024061
2990	0.1335900632
2991	0.1335858752
2992	0.1335642405
2993	0.1335478032
2994	0.1335394848
2995	0.1335267817
2996	0.1335157984
2997	0.1335090162
2998	0.1335039367
2999	0.1335010611
