Term/Year Code,"Coll
",College,"Dept
","Degree
",Major_Code,Major_Name,Conc_code,Concentration_Name,Total,Men,Women,Unknown_Sex,Caucasian,Asian_American,African_American,Hispanic,Native_American,Pacific_Isl,Multiracial,International,Unknown,Illinois_Resident,Non-Illinois_Resident,Academic_Program_Code
120241,KL ,"Agr, Cons, Env Sci ",306,BS ,5895,Metropolitan Food & Enviro Sys ,  ,  ,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,10KL5895BS
120241,KL ,"Agr, Cons, Env Sci ",306,BS ,6147,SustainabilityinFood&EnviroSys ,  ,  ,10,7,3,0,3,1,3,3,0,0,0,0,0,9,1,10KL6147BS
120241,KL ,"Agr, Cons, Env Sci ",306,MS ,5599,Bioprocessing and Bioenergy ,5166,Professional Science Masters ,3,1,2,0,1,0,0,0,0,0,0,2,0,1,2,1PKS5599MS
120241,KL ,"Agr, Cons, Env Sci ",342,BS ,5740,"Ag Ldrship, Ed & Communication ",5736,Agricultural Education ,26,10,16,0,24,0,0,1,0,0,1,0,0,26,0,10KL5736BS
120241,KL ,"Agr, Cons, Env Sci ",342,BS ,5740,"Ag Ldrship, Ed & Communication ",5737,Org & Community Leadership ,42,24,18,0,34,0,4,1,0,0,2,0,1,41,1,10KL5737BS
120241,KL ,"Agr, Cons, Env Sci ",342,BS ,5740,"Ag Ldrship, Ed & Communication ",5738,Ag Communications-Advertising ,4,0,4,0,3,0,0,1,0,0,0,0,0,4,0,10KL5738BS
120241,KL ,"Agr, Cons, Env Sci ",342,BS ,5740,"Ag Ldrship, Ed & Communication ",5739,Ag Communications-Journalism ,2,0,2,0,1,0,0,0,0,0,1,0,0,2,0,10KL5739BS
120241,KL ,"Agr, Cons, Env Sci ",342,BS ,5740,"Ag Ldrship, Ed & Communication ",6080,Agricultural Communications ,34,8,26,0,32,0,0,1,0,0,1,0,0,31,3,10KL6080BS
120241,KL ,"Agr, Cons, Env Sci ",342,MS ,5740,"Ag Ldrship, Ed & Communication ",  ,  ,10,2,8,0,8,0,1,0,0,0,0,1,0,7,3,10KS5740MS
120241,KL ,"Agr, Cons, Env Sci ",342,MS ,5740,"Ag Ldrship, Ed & Communication ",  ,  ,16,2,14,0,16,0,0,0,0,0,0,0,0,14,2,10KS5740MSU
120241,KL ,"Agr, Cons, Env Sci ",342,NDEG ,5740,"Ag Ldrship, Ed & Communication ",  ,  ,3,1,2,0,2,1,0,0,0,0,0,0,0,0,3,10KS5740NDEU
120241,KL ,"Agr, Cons, Env Sci ",470,BS ,176,Agr & Consumer Economics ,5003,Agri-Accounting ,59,42,17,0,36,8,3,3,0,0,2,5,2,54,5,10KL5003BS
120241,KL ,"Agr, Cons, Env Sci ",470,BS ,176,Agr & Consumer Economics ,5005,Farm Management ,15,11,4,0,12,0,1,2,0,0,0,0,0,15,0,10KL5005BS
120241,KL ,"Agr, Cons, Env Sci ",470,BS ,176,Agr & Consumer Economics ,5006,Agribusiness Markets & Mgmt ,124,85,39,0,88,8,6,13,1,0,3,4,1,116,8,10KL5006BS
120241,KL ,"Agr, Cons, Env Sci ",470,BS ,176,Agr & Consumer Economics ,5006,Agribusiness Markets & Mgmt ,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,10KL8037BS
120241,KL ,"Agr, Cons, Env Sci ",470,BS ,176,Agr & Consumer Economics ,5007,Consumer Economics & Finance ,174,134,40,0,100,27,7,18,0,0,7,14,1,153,21,10KL5007BS
120241,KL ,"Agr, Cons, Env Sci ",470,BS ,176,Agr & Consumer Economics ,5008,Envirnmntal Economics & Policy ,49,22,27,0,21,7,1,8,0,0,3,9,0,35,14,10KL5008BS
120241,KL ,"Agr, Cons, Env Sci ",470,BS ,176,Agr & Consumer Economics ,5010,"Policy, Intl Trade, & Dvlpmt ",20,12,8,0,8,2,0,4,0,0,2,3,1,16,4,10KL5010BS
120241,KL ,"Agr, Cons, Env Sci ",470,BS ,176,Agr & Consumer Economics ,5011,Public Policy and Law ,60,26,34,0,29,11,3,14,0,0,1,2,0,53,7,10KL5011BS
120241,KL ,"Agr, Cons, Env Sci ",470,BS ,176,Agr & Consumer Economics ,5136,Financial Planning ,168,133,35,0,87,13,12,42,0,0,4,8,2,153,15,10KL5136BS
120241,KL ,"Agr, Cons, Env Sci ",470,BS ,176,Agr & Consumer Economics ,5316,Finance in Agri-Business ,56,42,14,0,37,6,1,7,0,0,2,2,1,52,4,10KL5316BS
120241,KL ,"Agr, Cons, Env Sci ",470,MAAE ,5870,Agricultural & Applied Econ ,  ,  ,2,2,0,0,0,1,0,0,0,0,0,1,0,0,2,1PKS5870MAAE
120241,KL ,"Agr, Cons, Env Sci ",470,MAAE ,5870,Agricultural & Applied Econ ,5869,BS ACE/MAAE AAE ,4,3,1,0,2,0,1,0,0,0,1,0,0,4,0,1PKS5869MAAE
120241,KL ,"Agr, Cons, Env Sci ",470,MS ,5273,Agricultural & Applied Econ ,  ,  ,10,6,4,0,5,0,0,0,0,0,0,4,1,6,4,10KS5273MS
120241,KL ,"Agr, Cons, Env Sci ",470,PHD ,5273,Agricultural & Applied Econ ,  ,  ,55,26,29,0,6,1,0,1,0,0,0,47,0,2,53,10KS5273PHD
120241,KL ,"Agr, Cons, Env Sci ",483,NDEG ,67,Nondegree ,  ,  ,78,46,32,0,56,3,0,2,0,0,1,14,2,65,13,10KL0067NDEG
120241,KL ,"Agr, Cons, Env Sci ",483,NONE ,5621,ACES Undeclared ,  ,  ,86,48,38,0,44,1,19,14,0,1,1,5,1,78,8,10KL5621NONE
120241,KL ,"Agr, Cons, Env Sci ",538,BS ,2,Animal Sciences ,5268,Companion Animal & Equine Sci ,94,12,82,0,40,7,6,32,0,0,3,3,3,88,6,10KL0002BS
120241,KL ,"Agr, Cons, Env Sci ",538,BS ,2,Animal Sciences ,5269,"Science, Pre-Vet Med and Med ",404,78,326,0,196,44,29,113,2,0,8,8,4,367,37,10KL0002BS
120241,KL ,"Agr, Cons, Env Sci ",538,BS ,2,Animal Sciences ,5588,Food Animal Prod & Mgmt ,29,5,24,0,22,1,0,4,0,0,2,0,0,27,2,10KL0002BS
120241,KL ,"Agr, Cons, Env Sci ",538,BS ,5864,Computer Sci & Animal Sci ,  ,  ,6,5,1,0,3,3,0,0,0,0,0,0,0,3,3,10KL5864BS
120241,KL ,"Agr, Cons, Env Sci ",538,MANSC ,2,Animal Sciences ,  ,  ,13,4,9,0,5,4,2,0,0,0,0,2,0,9,4,1PKS0002MANS
120241,KL ,"Agr, Cons, Env Sci ",538,MANSC ,2,Animal Sciences ,  ,  ,9,0,9,0,6,0,2,1,0,0,0,0,0,4,5,1PKS0002MANU
120241,KL ,"Agr, Cons, Env Sci ",538,MS ,2,Animal Sciences ,  ,  ,22,13,9,0,9,0,2,2,0,0,1,8,0,7,15,10KS0002MS
120241,KL ,"Agr, Cons, Env Sci ",538,MS ,4026,Bioinformatics ,5099,Animal Science ,5,2,3,0,1,0,0,1,0,0,0,3,0,2,3,10KS5099MS
120241,KL ,"Agr, Cons, Env Sci ",538,NDEG ,2,Animal Sciences ,  ,  ,28,7,21,0,20,2,0,0,0,0,1,1,4,4,24,1PKS0002NDEU
120241,KL ,"Agr, Cons, Env Sci ",538,PHD ,2,Animal Sciences ,  ,  ,42,10,32,0,21,1,1,4,0,0,1,14,0,16,26,10KS0002PHD
120241,KL ,"Agr, Cons, Env Sci ",698,BS ,37,Food Science & Human Nutrition ,38,Food Science ,57,24,33,0,17,16,6,3,0,0,3,12,0,33,24,10KL0038BS
120241,KL ,"Agr, Cons, Env Sci ",698,BS ,37,Food Science & Human Nutrition ,40,Human Nutrition ,39,8,31,0,14,10,2,10,0,0,1,2,0,35,4,10KL0040BS
120241,KL ,"Agr, Cons, Env Sci ",698,BS ,37,Food Science & Human Nutrition ,41,Dietetics ,25,4,21,0,14,4,0,4,0,0,0,3,0,20,5,10KL0041BS
120241,KL ,"Agr, Cons, Env Sci ",698,BS ,37,Food Science & Human Nutrition ,42,Hospitality Management ,20,4,16,0,11,5,1,2,0,0,1,0,0,18,2,10KL0042BS
120241,KL ,"Agr, Cons, Env Sci ",698,BS ,184,Food Science ,  ,  ,35,11,24,0,11,10,1,5,0,0,3,4,1,28,7,10KL0184BS
120241,KL ,"Agr, Cons, Env Sci ",698,BS ,6139,Dietetics and Nutrition ,  ,  ,37,3,34,0,20,9,0,4,0,0,2,2,0,31,6,10KL6139BS
120241,KL ,"Agr, Cons, Env Sci ",698,BS ,6143,Hospitality Management ,  ,  ,26,3,23,0,9,9,3,3,0,0,1,1,0,20,6,10KL6143BS
120241,KL ,"Agr, Cons, Env Sci ",698,BS ,6144,Nutrition & Health ,  ,  ,30,9,21,0,11,8,2,4,0,0,1,4,0,23,7,10KL6144BS
120241,KL ,"Agr, Cons, Env Sci ",698,MS ,37,Food Science & Human Nutrition ,  ,  ,43,8,35,0,24,8,1,7,0,0,2,0,1,23,20,10KS0037MSU
120241,KL ,"Agr, Cons, Env Sci ",698,MS ,37,Food Science & Human Nutrition ,38,Food Science ,26,8,18,0,4,4,1,0,0,0,0,17,0,4,22,10KS0037MS
120241,KL ,"Agr, Cons, Env Sci ",698,MS ,37,Food Science & Human Nutrition ,40,Human Nutrition ,7,2,5,0,4,0,0,0,0,0,1,2,0,3,4,10KS0037MS
120241,KL ,"Agr, Cons, Env Sci ",698,MS ,37,Food Science & Human Nutrition ,5166,Professional Science Masters ,10,5,5,0,0,1,0,0,0,0,0,9,0,0,10,1PKS0037MS
120241,KL ,"Agr, Cons, Env Sci ",698,MS ,37,Food Science & Human Nutrition ,6090,Clinical & Community Nutrition ,13,3,10,0,9,2,0,0,0,0,0,2,0,7,6,10KS0037MS
120241,KL ,"Agr, Cons, Env Sci ",698,MS ,37,Food Science & Human Nutrition ,6090,Clinical & Community Nutrition ,4,0,4,0,3,0,1,0,0,0,0,0,0,4,0,10KS0037MSU
120241,KL ,"Agr, Cons, Env Sci ",698,NDEG ,37,Food Science & Human Nutrition ,  ,  ,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,10KS0037NDEG
120241,KL ,"Agr, Cons, Env Sci ",698,PHD ,37,Food Science & Human Nutrition ,38,Food Science ,23,12,11,0,4,0,0,1,0,0,1,17,0,5,18,10KS0037PHD
120241,KL ,"Agr, Cons, Env Sci ",698,PHD ,37,Food Science & Human Nutrition ,40,Human Nutrition ,11,3,8,0,1,0,0,2,0,0,0,8,0,0,11,10KS0037PHD
120241,KL ,"Agr, Cons, Env Sci ",741,BS ,25,Technical Systems Management ,  ,  ,11,8,3,0,5,1,2,3,0,0,0,0,0,11,0,10KL0025BS
120241,KL ,"Agr, Cons, Env Sci ",741,BS ,25,Technical Systems Management ,  ,  ,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,10KL8037BS
120241,KL ,"Agr, Cons, Env Sci ",741,BS ,6028,Engr Tech & Mgmt for Ag Sys ,6002,Ag Production & Processing ,9,9,0,0,8,0,0,0,0,0,1,0,0,9,0,10KL6028BS
120241,KL ,"Agr, Cons, Env Sci ",741,BS ,6028,Engr Tech & Mgmt for Ag Sys ,6003,Construction Management ,76,66,10,0,40,4,8,20,0,0,1,2,1,71,5,10KL6028BS
120241,KL ,"Agr, Cons, Env Sci ",741,BS ,6028,Engr Tech & Mgmt for Ag Sys ,6004,Digital & Precision Ag ,21,19,2,0,12,2,3,4,0,0,0,0,0,20,1,10KL6028BS
120241,KL ,"Agr, Cons, Env Sci ",741,BS ,6028,Engr Tech & Mgmt for Ag Sys ,6004,Digital & Precision Ag ,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,10KL8037BS
120241,KL ,"Agr, Cons, Env Sci ",741,BS ,6028,Engr Tech & Mgmt for Ag Sys ,6005,Energy and the Environment ,43,31,12,0,23,7,1,8,1,0,1,1,1,41,2,10KL6028BS
120241,KL ,"Agr, Cons, Env Sci ",741,BS ,6028,Engr Tech & Mgmt for Ag Sys ,6005,Energy and the Environment ,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,10KL8037BS
120241,KL ,"Agr, Cons, Env Sci ",741,BSAG ,5163,Agricultural & Biological Engr ,  ,  ,40,18,22,0,21,5,1,7,0,0,2,4,0,34,6,10KL5163BSAG
120241,KL ,"Agr, Cons, Env Sci ",741,MS ,25,Technical Systems Management ,  ,  ,2,1,1,0,1,0,1,0,0,0,0,0,0,1,1,10KS0025MS
120241,KL ,"Agr, Cons, Env Sci ",741,MS ,6028,Engr Tech & Mgmt for Ag Sys ,  ,  ,7,7,0,0,4,0,1,1,0,0,0,1,0,4,3,10KS6028MS
120241,KL ,"Agr, Cons, Env Sci ",741,MS ,6028,Engr Tech & Mgmt for Ag Sys ,5166,Professional Science Masters ,3,3,0,0,1,0,1,0,0,0,0,1,0,2,1,1PKS6028MS
120241,KL ,"Agr, Cons, Env Sci ",793,BS ,48,Human Development & Family St ,  ,  ,173,10,163,0,70,11,28,57,1,0,2,3,1,163,10,10KL0048BS
120241,KL ,"Agr, Cons, Env Sci ",793,BS ,48,Human Development & Family St ,49,Child and Adolescent Dev ,25,0,25,0,10,1,1,12,0,0,0,0,1,25,0,10KL0049BS
120241,KL ,"Agr, Cons, Env Sci ",793,BS ,48,Human Development & Family St ,50,Family Studies ,9,2,7,0,6,0,0,3,0,0,0,0,0,9,0,10KL0050BS
120241,KL ,"Agr, Cons, Env Sci ",793,PHD ,5577,Human Dvlpmt & Family Studies ,  ,  ,24,3,21,0,3,3,1,6,0,0,1,10,0,3,21,10KS5577PHD
120241,KL ,"Agr, Cons, Env Sci ",802,BS ,30,Crop Sciences ,31,Agroecology ,7,2,5,0,4,2,0,1,0,0,0,0,0,6,1,10KL0031BS
120241,KL ,"Agr, Cons, Env Sci ",802,BS ,30,Crop Sciences ,32,Plant Protection ,4,3,1,0,2,1,0,1,0,0,0,0,0,3,1,10KL0032BS
120241,KL ,"Agr, Cons, Env Sci ",802,BS ,30,Crop Sciences ,33,Crops ,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,10KL0033BS
120241,KL ,"Agr, Cons, Env Sci ",802,BS ,30,Crop Sciences ,34,Crop Agribusiness ,14,12,2,0,10,0,0,2,0,0,0,0,2,14,0,10KL0034BS
120241,KL ,"Agr, Cons, Env Sci ",802,BS ,30,Crop Sciences ,35,Plant Biotech & Molecular Bio ,4,1,3,0,2,1,1,0,0,0,0,0,0,4,0,10KL0035BS
120241,KL ,"Agr, Cons, Env Sci ",802,BS ,30,Crop Sciences ,36,Biological Sciences ,2,2,0,0,2,0,0,0,0,0,0,0,0,1,1,10KL0036BS
120241,KL ,"Agr, Cons, Env Sci ",802,BS ,30,Crop Sciences ,5560,Horticultural Food Systems ,7,5,2,0,4,0,0,2,0,1,0,0,0,7,0,10KL5560BS
120241,KL ,"Agr, Cons, Env Sci ",802,BS ,177,Agronomy ,  ,  ,12,8,4,0,9,0,1,1,0,0,0,1,0,11,1,10KL0177BS
120241,KL ,"Agr, Cons, Env Sci ",802,BS ,5461,Plant Biotechnology ,  ,  ,32,11,21,0,21,2,0,5,0,0,1,3,0,27,5,10KL5461BS
120241,KL ,"Agr, Cons, Env Sci ",802,BS ,5623,Computer Science&Crop Sciences ,  ,  ,23,15,8,0,5,13,0,0,0,0,0,5,0,9,14,10KL5623BS
120241,KL ,"Agr, Cons, Env Sci ",802,MS ,30,Crop Sciences ,  ,  ,26,13,13,0,12,1,0,1,0,0,1,11,0,11,15,10KS0030MS
120241,KL ,"Agr, Cons, Env Sci ",802,MS ,30,Crop Sciences ,  ,  ,20,9,11,0,16,1,0,2,0,0,0,0,1,12,8,10KS0030MSU
120241,KL ,"Agr, Cons, Env Sci ",802,MS ,30,Crop Sciences ,5883,BS/MS Crop Sciences ,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,10KS5883MS
120241,KL ,"Agr, Cons, Env Sci ",802,MS ,4026,Bioinformatics ,5100,Crop Science ,2,1,1,0,0,0,0,0,0,0,0,2,0,0,2,10KS5100MS
120241,KL ,"Agr, Cons, Env Sci ",802,NDEG ,30,Crop Sciences ,  ,  ,2,1,1,0,1,0,0,0,0,0,1,0,0,2,0,10KS0030NDEG
120241,KL ,"Agr, Cons, Env Sci ",802,NDEG ,63,Horticulture ,  ,  ,25,10,14,1,14,0,2,2,0,0,1,0,6,0,25,1PKL0063NDEU
120241,KL ,"Agr, Cons, Env Sci ",802,PHD ,30,Crop Sciences ,  ,  ,48,23,25,0,16,0,1,4,0,0,0,27,0,12,36,10KS0030PHD
120241,KL ,"Agr, Cons, Env Sci ",875,BS ,51,Natural Resrcs & Environ Sci ,57,Fish and Wildlife Conservation ,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,10KL0051BS
120241,KL ,"Agr, Cons, Env Sci ",875,BS ,51,Natural Resrcs & Environ Sci ,5239,Humn Dimnsns of the Environmnt ,57,21,36,0,39,4,3,8,0,0,1,2,0,52,5,10KL0051BS
120241,KL ,"Agr, Cons, Env Sci ",875,BS ,51,Natural Resrcs & Environ Sci ,5685,Environmental Science & Mgmt ,74,43,31,0,32,13,3,12,0,0,2,12,0,58,16,10KL0051BS
120241,KL ,"Agr, Cons, Env Sci ",875,BS ,51,Natural Resrcs & Environ Sci ,5686,Ecosys Stewardship & Rest Ecol ,72,33,39,0,40,9,1,9,0,0,5,6,2,61,11,10KL0051BS
120241,KL ,"Agr, Cons, Env Sci ",875,BS ,51,Natural Resrcs & Environ Sci ,5687,Fish Wildlife Conserve Biol ,92,35,57,0,62,8,3,12,0,0,6,1,0,88,4,10KL0051BS
120241,KL ,"Agr, Cons, Env Sci ",875,MS ,190,Natural Res & Env Sciences ,  ,  ,55,27,28,0,38,3,0,6,0,0,1,7,0,23,32,10KS0190MS
120241,KL ,"Agr, Cons, Env Sci ",875,MS ,190,Natural Res & Env Sciences ,  ,  ,49,22,27,0,41,0,0,3,1,0,1,1,2,32,17,10KS0190MSU
120241,KL ,"Agr, Cons, Env Sci ",875,NDEG ,190,Natural Res & Env Sciences ,  ,  ,5,2,3,0,2,1,1,0,0,0,0,0,1,2,3,10KS0190NDEU
120241,KL ,"Agr, Cons, Env Sci ",875,PHD ,190,Natural Res & Env Sciences ,  ,  ,43,18,25,0,17,0,1,1,0,0,0,24,0,6,37,10KS0190PHD
120241,KL ,"Agr, Cons, Env Sci ",971,MS ,191,Nutritional Sciences ,  ,  ,15,5,10,0,4,3,0,4,0,0,0,4,0,5,10,10KS0191MS
120241,KL ,"Agr, Cons, Env Sci ",971,PHD ,191,Nutritional Sciences ,  ,  ,28,6,22,0,8,2,1,3,0,0,0,14,0,3,25,10KS0191PHD
120241,KM ,Buissiness,260,BS ,75,Finance ,  ,  ,464,338,126,0,211,80,26,80,0,0,15,44,8,387,77,10KM0075BS
120241,KM ,Buissiness,260,BS ,75,Finance ,  ,  ,275,187,87,1,129,78,2,26,0,0,12,25,3,219,56,10KM8037BS
120241,KM ,Buissiness,260,BS ,6076,Finance + Data Science ,  ,  ,81,61,20,0,23,34,1,3,0,0,2,15,3,45,36,10KM6076BS
120241,KM ,Buissiness,260,BS ,6076,Finance + Data Science ,  ,  ,3,3,0,0,1,1,0,0,0,0,0,1,0,1,2,10KM8037BS
120241,KM ,Buissiness,260,MS ,5624,Finance ,  ,  ,178,96,82,0,2,2,0,1,0,0,1,171,1,4,174,10KS5624MSK
120241,KM ,Buissiness,260,PHD ,5624,Finance ,  ,  ,15,8,7,0,2,1,0,0,0,0,0,12,0,0,15,10KS5624PHD
120241,KM ,Buissiness,346,BS ,71,Accountancy ,  ,  ,424,246,178,0,181,78,15,51,0,0,11,84,4,321,103,10KM0071BS
120241,KM ,Buissiness,346,BS ,71,Accountancy ,  ,  ,270,145,125,0,108,96,0,15,0,0,11,37,3,207,63,10KM8037BS
120241,KM ,Buissiness,346,BS ,6077,Accountancy + Data Science ,  ,  ,64,26,38,0,10,14,1,5,0,0,0,34,0,27,37,10KM6077BS
120241,KM ,Buissiness,346,BS ,6077,Accountancy + Data Science ,  ,  ,3,2,1,0,1,1,1,0,0,0,0,0,0,3,0,10KM8037BS
120241,KM ,Buissiness,346,CERT ,5187,Taxation ,  ,  ,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1PKS5187CERU
120241,KM ,Buissiness,346,CERT ,6017,Accounting Data Analytics ,  ,  ,13,7,6,0,4,0,2,0,0,0,0,1,6,2,11,1PKS6017CERU
120241,KM ,Buissiness,346,CERT ,6140,Accounting Foundations ,  ,  ,13,7,5,1,9,3,0,0,0,0,0,0,1,6,7,1PKS6140CERU
120241,KM ,Buissiness,346,CERT ,6141,CPA Pathways ,  ,  ,5,4,0,1,1,3,0,0,0,0,0,1,0,0,5,1PKS6141CERU
120241,KM ,Buissiness,346,MAS ,5666,Accountancy ,5101,Taxation ,63,26,37,0,18,11,6,6,0,0,1,20,1,37,26,10KS5666MAS
120241,KM ,Buissiness,346,MAS ,5666,Accountancy ,5899,Financial Reporting& Assurance ,103,48,55,0,29,15,5,7,0,0,7,39,1,47,56,10KS5666MAS
120241,KM ,Buissiness,346,MS ,5666,Accountancy ,  ,  ,160,57,102,1,8,7,3,0,0,0,1,141,0,11,149,10KS5666MSK
120241,KM ,Buissiness,346,MS ,5666,Accountancy ,  ,  ,376,195,179,2,165,89,20,50,0,0,9,18,25,135,241,1PKS5666MSU
120241,KM ,Buissiness,346,MS ,5666,Accountancy ,5900,Accountancy Analytics ,8,2,5,1,3,1,0,3,0,0,0,0,1,2,6,1PKS5666MSU
120241,KM ,Buissiness,346,NDEG ,5666,Accountancy ,  ,  ,16,11,5,0,3,3,1,1,0,0,0,2,6,4,12,1EKS5666NDEU
120241,KM ,Buissiness,346,NDEG ,5666,Accountancy ,  ,  ,4,2,2,0,0,1,0,0,0,0,1,1,1,0,4,1PKS5666NDEU
120241,KM ,Buissiness,346,PHD ,5666,Accountancy ,  ,  ,17,7,10,0,5,2,2,1,0,0,0,7,0,1,16,10KS5666PHD
120241,KM ,Buissiness,902,BS ,1432,Marketing ,  ,  ,150,49,101,0,79,21,10,25,0,0,8,7,0,138,12,10KM1432BS
120241,KM ,Buissiness,902,BS ,1432,Marketing ,  ,  ,188,42,146,0,88,45,5,32,0,0,5,12,1,165,23,10KM8037BS
120241,KM ,Buissiness,902,BS ,5071,Supply Chain Management ,  ,  ,23,13,10,0,13,5,1,3,0,0,1,0,0,21,2,10KM5071BS
120241,KM ,Buissiness,902,BS ,5071,Supply Chain Management ,  ,  ,53,29,24,0,28,11,3,5,0,0,2,4,0,46,7,10KM8037BS
120241,KM ,Buissiness,902,BS ,5073,Management ,  ,  ,51,31,20,0,25,5,9,6,0,0,2,4,0,43,8,10KM5073BS
120241,KM ,Buissiness,902,BS ,5073,Management ,  ,  ,30,9,21,0,12,8,1,6,0,0,1,1,1,26,4,10KM8037BS
120241,KM ,Buissiness,902,BS ,5597,Information Systems ,  ,  ,61,37,24,0,16,24,5,7,0,0,5,4,0,50,11,10KM5597BS
120241,KM ,Buissiness,902,BS ,5597,Information Systems ,  ,  ,58,22,35,1,14,29,0,10,0,0,2,1,2,45,13,10KM8037BS
120241,KM ,Buissiness,902,BS ,5600,Operations Management ,  ,  ,23,14,9,0,12,7,1,1,0,0,2,0,0,21,2,10KM5600BS
120241,KM ,Buissiness,902,BS ,5600,Operations Management ,  ,  ,16,8,8,0,4,6,1,1,0,0,0,3,1,10,6,10KM8037BS
120241,KM ,Buissiness,902,BS ,5741,STR BUS DEV & Entrepreneurship ,  ,  ,6,4,2,0,3,1,0,0,0,0,1,1,0,4,2,10KM5741BS
120241,KM ,Buissiness,902,BS ,5741,STR BUS DEV & Entrepreneurship ,  ,  ,7,4,3,0,1,3,1,1,0,0,0,1,0,5,2,10KM8037BS
120241,KM ,Buissiness,902,BS ,6127,"Strategy, Innovation & Entrep ",  ,  ,20,10,10,0,5,2,2,5,0,0,2,4,0,13,7,10KM6127BS
120241,KM ,Buissiness,902,BS ,6127,"Strategy, Innovation & Entrep ",  ,  ,5,1,4,0,4,1,0,0,0,0,0,0,0,5,0,10KM8037BS
120241,KM ,Buissiness,902,BS ,6146,Business + Data Science ,  ,  ,4,2,2,0,1,3,0,0,0,0,0,0,0,4,0,10KM6146BS
120241,KM ,Buissiness,902,CERT ,6011,Strategic Leadership & Mgmt ,  ,  ,51,28,20,3,26,5,5,6,0,0,2,1,6,13,38,1PKS6011CERU
120241,KM ,Buissiness,902,CERT ,6012,Managerial Econ & Bus Analysis ,  ,  ,3,2,1,0,2,0,0,0,0,0,0,0,1,0,3,1PKS6012CERU
120241,KM ,Buissiness,902,CERT ,6014,Financial Management ,  ,  ,5,5,0,0,2,1,1,0,0,0,0,0,1,2,3,1PKS6014CERU
120241,KM ,Buissiness,902,CERT ,6016,Value Chain Management ,  ,  ,3,2,1,0,2,0,0,1,0,0,0,0,0,1,2,1PKS6016CERU
120241,KM ,Buissiness,902,CERT ,6018,Digital Marketing ,  ,  ,10,5,5,0,7,0,1,0,0,0,1,0,1,8,2,1PKS6018CERU
120241,KM ,Buissiness,902,MS ,5148,Technology Management ,  ,  ,137,63,74,0,1,5,2,0,0,0,0,128,1,3,134,10KS5148MSK
120241,KM ,Buissiness,902,MS ,5590,Management ,  ,  ,85,32,53,0,15,8,3,5,0,0,2,52,0,26,59,1PKS5590MS
120241,KM ,Buissiness,902,MS ,5590,Management ,  ,  ,769,455,303,11,257,128,52,69,3,1,22,55,182,195,574,1PKS5590MSU
120241,KM ,Buissiness,902,MS ,5964,Business Analytics ,  ,  ,102,44,58,0,3,4,0,3,0,0,0,91,1,9,93,1PKS5964MS
120241,KM ,Buissiness,902,NDEG ,5590,Management ,  ,  ,92,55,37,0,14,15,7,6,0,0,2,5,43,15,77,1EKS5590NDEU
120241,KM ,Buissiness,902,NDEG ,5590,Management ,  ,  ,12,7,5,0,5,2,1,0,0,0,0,0,4,1,11,1PKS5590NDEU
120241,KM ,Buissiness,902,PHD ,79,Business Administration ,  ,  ,36,14,22,0,2,0,0,0,0,0,1,33,0,1,35,10KS0079PHD
120241,KM ,Buissiness,952,MBA ,9875,Business Administration (MBA) ,  ,  ,3322,2224,1079,19,1358,705,167,249,5,3,50,323,462,950,2372,10KS9875MBAU
120241,KM ,Buissiness,952,MBA ,9875,Business Administration (MBA) ,5986,Entrpshp & Strategic Innov ,2,2,0,0,0,0,0,1,0,0,0,0,1,0,2,10KS9875MBAU
120241,KM ,Buissiness,952,NDEG ,67,Nondegree ,  ,  ,38,24,14,0,1,0,0,0,0,0,0,37,0,0,38,10KM0067NDEG
120241,KM ,Buissiness,952,NDEG ,9875,Business Administration (MBA) ,  ,  ,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,10KS9875NDEU
120241,KM ,Buissiness,952,NDEG ,9875,Business Administration (MBA) ,  ,  ,102,81,21,0,29,11,7,6,2,0,2,10,35,20,82,1EKS9875NDEU
120241,KM ,Buissiness,952,NDEG ,9875,Business Administration (MBA) ,  ,  ,39,24,15,0,20,6,2,3,0,0,0,3,5,12,27,1PKS9875NDEU
120241,KM ,Buissiness,952,NONE ,70,Business Undeclared ,  ,  ,643,368,275,0,246,158,32,89,0,1,20,83,14,488,155,10KM0070NONE
120241,KN ,Education,335,BS ,5391,Learning and Education Studies ,  ,  ,8,2,6,0,2,3,0,0,0,0,0,3,0,3,5,10KN5391BS
120241,KN ,Education,335,BS ,5391,Learning and Education Studies ,5388,Ed Equlty & Cltrl Understandng ,3,0,3,0,0,0,2,1,0,0,0,0,0,3,0,10KN5391BS
120241,KN ,Education,335,BS ,5391,Learning and Education Studies ,5389,Workplace Trng & Development ,7,0,7,0,4,1,1,0,0,0,0,1,0,6,1,10KN5391BS
