Term/Year Code,"Coll
",College,"Dept
","Degree
",Major_Code,Major_Name,Conc_code,Concentration_Name,Total,Men,Women,Unknown_Sex,Caucasian,Asian_American,African_American,Hispanic,Native_American,Pacific_Isl,Multiracial,International,Unknown,Illinois_Resident,Non-Illinois_Resident,Academic_Program_Code
120241,KP ,Engineering,615,MS ,4048,Aerospace Engineering ,5511,Computational Sci & Engr ,2,2,0,0,1,0,0,0,0,0,0,1,0,0,2,10KS4048MS
120241,KP ,Engineering,615,MS ,4048,Aerospace Engineering ,5684,BS/MS Aerospace Engineering ,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,10KS5684MS
120241,KP ,Engineering,615,PHD ,4048,Aerospace Engineering ,  ,  ,125,102,23,0,39,14,2,3,0,0,2,65,0,16,109,10KS4048PHD
120241,KP ,Engineering,615,PHD ,4048,Aerospace Engineering ,5511,Computational Sci & Engr ,10,9,1,0,2,0,0,1,0,0,0,7,0,0,10,10KS4048PHD
120241,KP ,Engineering,855,BS ,5546,"Innov, Ldshp and Engr Entr ",  ,  ,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,10KP5546BS
120241,KP ,Engineering,917,BS ,118,Engineering Mechanics ,  ,  ,105,89,15,1,33,24,1,10,0,1,4,31,1,53,52,10KP0118BS
120241,KP ,Engineering,917,BS ,133,Mechanical Engineering ,  ,  ,964,782,182,0,383,255,16,103,1,0,47,145,14,608,356,10KP0133BS
120241,KP ,Engineering,917,MENGR ,133,Mechanical Engineering ,  ,  ,45,42,3,0,6,1,1,3,0,0,0,34,0,9,36,1PKS0133MENG
120241,KP ,Engineering,917,MENGR ,133,Mechanical Engineering ,  ,  ,32,29,3,0,14,10,1,5,0,0,1,0,1,11,21,1PKS0133MENU
120241,KP ,Engineering,917,MENGR ,133,Mechanical Engineering ,5861,Entrepreneurship & Innovation ,3,2,1,0,1,0,0,0,0,0,0,2,0,1,2,1PKS0133MENG
120241,KP ,Engineering,917,MENGR ,133,Mechanical Engineering ,5861,Entrepreneurship & Innovation ,2,2,0,0,1,0,0,1,0,0,0,0,0,2,0,1PKS0133MENU
120241,KP ,Engineering,917,MS ,133,Mechanical Engineering ,  ,  ,46,37,9,0,9,2,0,3,0,0,1,31,0,5,41,10KS0133MS
120241,KP ,Engineering,917,MS ,133,Mechanical Engineering ,  ,  ,2,2,0,0,2,0,0,0,0,0,0,0,0,0,2,10KS0133MSU
120241,KP ,Engineering,917,MS ,242,Theoretical & Applied Mechans ,  ,  ,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,10KS0242MS
120241,KP ,Engineering,917,NDEG ,133,Mechanical Engineering ,  ,  ,12,9,3,0,0,0,0,0,0,0,0,12,0,0,12,10KP0133NDEX
120241,KP ,Engineering,917,PHD ,133,Mechanical Engineering ,  ,  ,256,200,56,0,39,14,3,8,0,0,2,190,0,17,239,10KS0133PHD
120241,KP ,Engineering,917,PHD ,133,Mechanical Engineering ,5511,Computational Sci & Engr ,16,14,2,0,1,0,0,0,0,0,0,15,0,0,16,10KS0133PHD
120241,KP ,Engineering,917,PHD ,133,Mechanical Engineering ,6091,Data Science and Engineering ,11,9,2,0,0,0,0,0,0,0,1,10,0,0,11,10KS0133PHD
120241,KP ,Engineering,917,PHD ,242,Theoretical & Applied Mechans ,  ,  ,12,10,2,0,3,1,0,0,0,0,1,7,0,1,11,10KS0242PHD
120241,KP ,Engineering,917,PHD ,242,Theoretical & Applied Mechans ,5511,Computational Sci & Engr ,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,10KS0242PHD
120241,KP ,Engineering,919,BS ,130,Materials Science & Engr ,  ,  ,257,176,81,0,78,67,4,19,0,0,10,75,4,124,133,10KP0130BS
120241,KP ,Engineering,919,MS ,130,Materials Science & Engr ,  ,  ,34,23,11,0,3,2,1,1,0,0,0,27,0,2,32,10KS0130MS
120241,KP ,Engineering,919,MS ,130,Materials Science & Engr ,5511,Computational Sci & Engr ,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,10KS0130MS
120241,KP ,Engineering,919,PHD ,130,Materials Science & Engr ,  ,  ,157,119,38,0,26,14,1,8,0,0,1,107,0,10,147,10KS0130PHD
120241,KP ,Engineering,919,PHD ,130,Materials Science & Engr ,5511,Computational Sci & Engr ,4,3,1,0,0,3,0,0,0,0,0,1,0,0,4,10KS0130PHD
120241,KP ,Engineering,919,PHD ,130,Materials Science & Engr ,6091,Data Science and Engineering ,3,2,1,0,0,0,0,0,0,0,0,3,0,0,3,10KS0130PHD
120241,KP ,Engineering,933,BS ,109,Computer Engineering ,  ,  ,1332,1144,188,0,304,584,18,58,0,0,40,317,11,611,721,10KP0109BS
120241,KP ,Engineering,933,BS ,115,Electrical Engineering ,  ,  ,817,704,112,1,229,307,10,49,0,0,40,165,17,392,425,10KP0115BS
120241,KP ,Engineering,933,MENGR ,1200,Electrical & Computer Engr ,  ,  ,115,95,20,0,5,8,0,0,0,0,2,99,1,6,109,1PKS1200MENG
120241,KP ,Engineering,933,MENGR ,1200,Electrical & Computer Engr ,  ,  ,20,18,2,0,10,5,1,0,0,0,0,3,1,4,16,1PKS1200MENU
120241,KP ,Engineering,933,MS ,1200,Electrical & Computer Engr ,  ,  ,167,137,30,0,23,31,0,2,0,0,3,107,1,23,144,10KS1200MS
120241,KP ,Engineering,933,NDEG ,109,Computer Engineering ,  ,  ,43,32,11,0,0,0,0,0,0,0,0,43,0,0,43,10KP0109NDEX
120241,KP ,Engineering,933,NDEG ,115,Electrical Engineering ,  ,  ,29,26,3,0,0,0,0,0,0,0,0,29,0,0,29,10KP0115NDEX
120241,KP ,Engineering,933,PHD ,1200,Electrical & Computer Engr ,  ,  ,365,293,72,0,56,32,1,3,0,0,2,271,0,22,343,10KS1200PHD
120241,KP ,Engineering,933,PHD ,1200,Electrical & Computer Engr ,5511,Computational Sci & Engr ,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,10KS1200PHD
120241,KP ,Engineering,933,PHD ,1200,Electrical & Computer Engr ,5861,Entrepreneurship & Innovation ,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,10KS1200PHD
120241,KP ,Engineering,973,BS ,5183,"Nuclear, Plasma, Radiolgc Engr ",  ,  ,50,40,10,0,33,4,1,6,0,0,2,3,1,36,14,10KP5183BS
120241,KP ,Engineering,973,BS ,5183,"Nuclear, Plasma, Radiolgc Engr ",3913,"Power, Safety, and the Environ ",41,35,6,0,26,4,1,6,0,0,3,1,0,29,12,10KP5183BS
120241,KP ,Engineering,973,BS ,5183,"Nuclear, Plasma, Radiolgc Engr ",3914,Plasma and Fusion Sci and Engr ,32,27,5,0,17,7,0,2,0,0,2,4,0,21,11,10KP5183BS
120241,KP ,Engineering,973,BS ,5183,"Nuclear, Plasma, Radiolgc Engr ",3915,"Radiol, Medical, & Instr Apps ",8,7,1,0,4,2,1,1,0,0,0,0,0,7,1,10KP5183BS
120241,KP ,Engineering,973,MENGR ,1211,Engineering ,5863,Plasma Engineering ,5,5,0,0,3,1,0,1,0,0,0,0,0,4,1,1PKS5863MENG
120241,KP ,Engineering,973,MS ,5183,"Nuclear, Plasma, Radiolgc Engr ",  ,  ,11,10,1,0,7,1,1,0,0,0,1,1,0,6,5,10KS5183MS
120241,KP ,Engineering,973,PHD ,5183,"Nuclear, Plasma, Radiolgc Engr ",  ,  ,83,70,13,0,27,5,2,4,0,0,2,40,3,22,61,10KS5183PHD
120241,KP ,Engineering,973,PHD ,5183,"Nuclear, Plasma, Radiolgc Engr ",5511,Computational Sci & Engr ,5,5,0,0,0,1,0,0,0,0,0,4,0,0,5,10KS5183PHD
120241,KR ,Fine & Applied Arts,447,NDEG ,67,Nondegree ,  ,  ,18,8,10,0,5,0,0,1,0,0,0,12,0,5,13,10KR0067NDEG
120241,KR ,Fine & Applied Arts,495,AD ,265,Music ,  ,  ,8,3,5,0,5,0,0,0,0,0,0,3,0,4,4,10KS0265AD
120241,KR ,Fine & Applied Arts,495,AMUSD ,265,Music ,  ,  ,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,10KS0265AMUS
120241,KR ,Fine & Applied Arts,495,AMUSD ,265,Music ,3930,Choral Music ,6,4,2,0,4,0,0,1,0,0,0,1,0,0,6,10KS0265AMUS
120241,KR ,Fine & Applied Arts,495,AMUSD ,265,Music ,5110,Performance and Literature ,76,31,45,0,27,9,0,3,0,0,4,33,0,10,66,10KS0265AMUS
120241,KR ,Fine & Applied Arts,495,AMUSD ,265,Music ,5111,Music Composition ,13,9,4,0,4,1,1,0,0,0,0,7,0,2,11,10KS0265AMUS
120241,KR ,Fine & Applied Arts,495,AMUSD ,265,Music ,5117,Vocal Coaching & Accompanying ,6,4,2,0,4,0,0,0,0,0,0,2,0,0,6,10KS0265AMUS
120241,KR ,Fine & Applied Arts,495,AMUSD ,265,Music ,5118,Jazz Performance ,22,19,3,0,14,0,1,1,0,0,1,5,0,7,15,10KS0265AMUS
120241,KR ,Fine & Applied Arts,495,AMUSD ,265,Music ,5314,Instrmntl Conducting Wind Band ,3,2,1,0,2,0,0,1,0,0,0,0,0,2,1,10KS0265AMUS
120241,KR ,Fine & Applied Arts,495,AMUSD ,265,Music ,5315,Instrmntl Conducting Orchestra ,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,10KS0265AMUS
120241,KR ,Fine & Applied Arts,495,BA ,265,Music ,  ,  ,74,50,24,0,31,16,8,7,0,0,6,6,0,60,14,10KR0265BA
120241,KR ,Fine & Applied Arts,495,BMA ,5646,Lyric Theatre ,  ,  ,15,3,12,0,12,0,0,2,0,0,1,0,0,12,3,10KR5646BMA
120241,KR ,Fine & Applied Arts,495,BMA ,5646,Lyric Theatre ,5644,Creative ,2,0,2,0,2,0,0,0,0,0,0,0,0,2,0,10KR5646BMA
120241,KR ,Fine & Applied Arts,495,BMA ,5646,Lyric Theatre ,5645,Performance ,13,3,10,0,10,0,0,3,0,0,0,0,0,10,3,10KR5646BMA
120241,KR ,Fine & Applied Arts,495,BME ,168,Music Education ,  ,  ,40,18,22,0,21,5,1,8,0,0,2,2,1,37,3,10KR0168BME
120241,KR ,Fine & Applied Arts,495,BME ,168,Music Education ,3930,Choral Music ,31,6,25,0,20,4,1,6,0,0,0,0,0,27,4,10KR3930BME
120241,KR ,Fine & Applied Arts,495,BME ,168,Music Education ,3931,Instrumental Music ,62,34,28,0,35,4,2,17,0,0,2,2,0,55,7,10KR3931BME
120241,KR ,Fine & Applied Arts,495,BME ,168,Music Education ,5593,Technology ,6,3,3,0,1,0,1,2,0,0,2,0,0,6,0,10KR5593BME
120241,KR ,Fine & Applied Arts,495,BMUS ,157,Voice ,  ,  ,10,4,6,0,5,0,1,0,0,0,4,0,0,7,3,10KR0157BMUS
120241,KR ,Fine & Applied Arts,495,BMUS ,158,Instrumental Music ,  ,  ,52,32,20,0,33,8,3,2,0,0,4,1,1,37,15,10KR0158BMUS
120241,KR ,Fine & Applied Arts,495,BMUS ,159,Music Composition ,  ,  ,15,13,2,0,8,1,0,2,0,0,3,1,0,13,2,10KR0159BMUS
120241,KR ,Fine & Applied Arts,495,BMUS ,161,Open Studies ,  ,  ,3,0,3,0,2,0,0,0,0,0,0,1,0,2,1,10KR0161BMUS
120241,KR ,Fine & Applied Arts,495,BMUS ,1481,Musicology ,  ,  ,2,1,1,0,1,1,0,0,0,0,0,0,0,1,1,10KR1481BMUS
120241,KR ,Fine & Applied Arts,495,BMUS ,5045,Jazz Performance ,  ,  ,12,10,2,0,6,2,2,1,0,0,0,1,0,10,2,10KR5045BMUS
120241,KR ,Fine & Applied Arts,495,BS ,5639,Computer Science and Music ,  ,  ,34,31,3,0,12,10,0,1,0,0,1,8,2,15,19,10KR5639BS
120241,KR ,Fine & Applied Arts,495,MME ,168,Music Education ,  ,  ,12,5,7,0,4,4,0,2,0,0,0,2,0,6,6,10KS0168MME
120241,KR ,Fine & Applied Arts,495,MMUS ,265,Music ,  ,  ,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,10KS0265MMUS
120241,KR ,Fine & Applied Arts,495,MMUS ,265,Music ,5110,Performance and Literature ,43,15,28,0,26,2,1,3,0,0,0,9,2,7,36,10KS0265MMUS
120241,KR ,Fine & Applied Arts,495,MMUS ,265,Music ,5111,Music Composition ,2,1,1,0,2,0,0,0,0,0,0,0,0,1,1,10KS0265MMUS
120241,KR ,Fine & Applied Arts,495,MMUS ,265,Music ,5113,Musicology ,7,2,5,0,6,0,0,1,0,0,0,0,0,3,4,10KS0265MMUS
120241,KR ,Fine & Applied Arts,495,MMUS ,265,Music ,5114,Piano Pedagogy ,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,10KS0265MMUS
120241,KR ,Fine & Applied Arts,495,MMUS ,265,Music ,5115,Instrumental Conducting (Band) ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,10KS0265MMUS
120241,KR ,Fine & Applied Arts,495,MMUS ,265,Music ,5117,Vocal Coaching & Accompanying ,2,1,1,0,1,0,0,0,0,0,0,1,0,0,2,10KS0265MMUS
120241,KR ,Fine & Applied Arts,495,MMUS ,265,Music ,5118,Jazz Performance ,7,6,1,0,5,0,1,0,0,0,0,1,0,4,3,10KS0265MMUS
120241,KR ,Fine & Applied Arts,495,PHD ,168,Music Education ,  ,  ,7,5,2,0,3,1,1,1,0,0,0,1,0,2,5,10KS0168PHD
120241,KR ,Fine & Applied Arts,495,PHD ,1481,Musicology ,  ,  ,13,3,10,0,9,0,0,2,0,0,0,1,1,1,12,10KS1481PHD
120241,KR ,Fine & Applied Arts,495,PHD ,1481,Musicology ,5080,Medieval Studies ,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,10KS1481PHD
120241,KR ,Fine & Applied Arts,526,BASA ,5665,Studio Art ,  ,  ,8,2,6,0,2,1,1,1,0,0,0,3,0,5,3,10KR5665BASA
120241,KR ,Fine & Applied Arts,526,BASA ,5665,Studio Art ,257,Painting ,7,2,5,0,2,2,1,1,0,0,1,0,0,7,0,10KR5665BASA
120241,KR ,Fine & Applied Arts,526,BASA ,5665,Studio Art ,258,Photography ,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,10KR5665BASA
120241,KR ,Fine & Applied Arts,526,BASA ,5665,Studio Art ,259,Printmaking ,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,10KR5665BASA
120241,KR ,Fine & Applied Arts,526,BASA ,5665,Studio Art ,260,Sculpture ,2,0,2,0,0,0,0,2,0,0,0,0,0,2,0,10KR5665BASA
120241,KR ,Fine & Applied Arts,526,BASA ,5665,Studio Art ,5647,New Media ,6,2,4,0,3,0,0,1,0,0,0,2,0,4,2,10KR5665BASA
120241,KR ,Fine & Applied Arts,526,BASA ,5665,Studio Art ,5648,General Studio Art ,8,1,7,0,1,1,3,2,0,0,0,0,1,8,0,10KR5665BASA
120241,KR ,Fine & Applied Arts,526,BASA ,5665,Studio Art ,5902,Fashion ,8,0,8,0,2,3,0,3,0,0,0,0,0,8,0,10KR5665BASA
120241,KR ,Fine & Applied Arts,526,BFA ,148,Graphic Design ,  ,  ,204,59,145,0,79,62,15,23,0,1,10,11,3,172,32,10KR0148BFA
120241,KR ,Fine & Applied Arts,526,BFA ,150,History of Art ,  ,  ,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,10KR0150BFA
120241,KR ,Fine & Applied Arts,526,BFA ,151,Photography ,  ,  ,9,3,6,0,7,0,0,1,0,0,1,0,0,9,0,10KR0151BFA
120241,KR ,Fine & Applied Arts,526,BFA ,153,Painting ,  ,  ,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,10KR0153BFA
120241,KR ,Fine & Applied Arts,526,BFA ,169,Art Education ,  ,  ,38,5,33,0,24,3,1,9,0,0,1,0,0,38,0,10KR0169BFA
120241,KR ,Fine & Applied Arts,526,BFA ,5720,Art and Art History ,  ,  ,10,1,9,0,7,0,1,1,0,0,0,1,0,9,1,10KR5720BFA
120241,KR ,Fine & Applied Arts,526,BFA ,6142,Industrial Design ,  ,  ,169,92,76,1,57,44,6,17,0,0,4,38,3,93,76,10KR6142BFA
120241,KR ,Fine & Applied Arts,526,BFASA ,5665,Studio Art ,  ,  ,16,2,14,0,7,0,0,2,0,0,0,6,1,10,6,10KR5665BFAS
120241,KR ,Fine & Applied Arts,526,BFASA ,5665,Studio Art ,257,Painting ,10,2,8,0,3,2,0,2,0,0,1,2,0,8,2,10KR5665BFAS
120241,KR ,Fine & Applied Arts,526,BFASA ,5665,Studio Art ,258,Photography ,5,1,4,0,2,1,1,1,0,0,0,0,0,5,0,10KR5665BFAS
120241,KR ,Fine & Applied Arts,526,BFASA ,5665,Studio Art ,259,Printmaking ,2,0,2,0,1,1,0,0,0,0,0,0,0,2,0,10KR5665BFAS
120241,KR ,Fine & Applied Arts,526,BFASA ,5665,Studio Art ,260,Sculpture ,4,1,3,0,2,0,0,1,0,0,0,1,0,3,1,10KR5665BFAS
120241,KR ,Fine & Applied Arts,526,BFASA ,5665,Studio Art ,5647,New Media ,4,0,4,0,0,1,0,2,0,0,0,1,0,3,1,10KR5665BFAS
120241,KR ,Fine & Applied Arts,526,BFASA ,5665,Studio Art ,5648,General Studio Art ,14,1,13,0,9,0,1,3,0,0,1,0,0,14,0,10KR5665BFAS
120241,KR ,Fine & Applied Arts,526,BFASA ,5665,Studio Art ,5902,Fashion ,7,2,5,0,2,2,0,2,0,0,1,0,0,6,1,10KR5665BFAS
120241,KR ,Fine & Applied Arts,526,EDM ,169,Art Education ,  ,  ,5,2,3,0,3,1,0,1,0,0,0,0,0,4,1,10KS0169EDM
120241,KR ,Fine & Applied Arts,526,MA ,250,Art History ,  ,  ,4,1,3,0,4,0,0,0,0,0,0,0,0,0,4,10KS0250MA
120241,KR ,Fine & Applied Arts,526,MFA ,252,Art and Design ,  ,  ,5,3,2,0,2,1,1,0,0,0,0,1,0,2,3,10KS0252MFA
120241,KR ,Fine & Applied Arts,526,MFA ,252,Art and Design ,255,Industrial Design ,11,7,4,0,0,1,0,1,0,0,0,9,0,1,10,10KS0255MFA
120241,KR ,Fine & Applied Arts,526,MFA ,252,Art and Design ,257,Painting ,5,2,3,0,4,0,1,0,0,0,0,0,0,1,4,10KS0257MFA
120241,KR ,Fine & Applied Arts,526,MFA ,252,Art and Design ,258,Photography ,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,10KS0258MFA
120241,KR ,Fine & Applied Arts,526,MFA ,252,Art and Design ,5920,Design for Responsible Innov ,6,1,5,0,1,0,1,0,0,0,1,3,0,2,4,10KS5920MFA
120241,KR ,Fine & Applied Arts,526,NONE ,4090,Art Undeclared ,  ,  ,7,0,7,0,3,0,0,3,0,0,0,1,0,6,1,10KR4090NONE
120241,KR ,Fine & Applied Arts,526,PHD ,169,Art Education ,  ,  ,18,5,13,0,6,1,0,1,0,0,1,9,0,4,14,10KS0169PHD
120241,KR ,Fine & Applied Arts,526,PHD ,250,Art History ,  ,  ,7,2,5,0,4,0,0,0,0,0,0,3,0,0,7,10KS0250PHD
120241,KR ,Fine & Applied Arts,526,PHD ,250,Art History ,5080,Medieval Studies ,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,10KS0250PHD
120241,KR ,Fine & Applied Arts,569,BLA ,156,Landscape Architecture ,  ,  ,65,30,35,0,36,6,0,12,0,0,1,9,1,53,12,10KR0156BLA
120241,KR ,Fine & Applied Arts,569,MLA ,156,Landscape Architecture ,  ,  ,29,10,19,0,8,0,0,0,0,0,0,21,0,5,24,10KS0156MLA
120241,KR ,Fine & Applied Arts,569,MSUD ,5721,Sustainable Urban Design ,  ,  ,5,1,4,0,0,0,0,0,0,0,0,5,0,0,5,1PKS5721MSUD
120241,KR ,Fine & Applied Arts,569,PHD ,156,Landscape Architecture ,  ,  ,12,2,10,0,2,1,0,0,0,0,0,9,0,3,9,10KS0156PHD
120241,KR ,Fine & Applied Arts,644,BS ,5749,Sustainable Design ,  ,  ,95,30,65,0,50,12,6,15,0,0,6,5,1,85,10,10KR5749BS
120241,KR ,Fine & Applied Arts,733,BA ,5504,Urban Studies and Planning ,  ,  ,23,16,7,0,12,1,3,2,0,0,2,3,0,18,5,10KR5504BA
120241,KR ,Fine & Applied Arts,733,BA ,5504,Urban Studies and Planning ,5564,Sustainability ,18,9,9,0,11,2,2,2,0,0,0,1,0,15,3,10KR5504BA
120241,KR ,Fine & Applied Arts,733,BA ,5504,Urban Studies and Planning ,5564,Sustainability ,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,10KR5907BA
120241,KR ,Fine & Applied Arts,733,BA ,5504,Urban Studies and Planning ,5565,Policy and Planning ,39,29,10,0,22,2,5,6,0,0,0,3,1,33,6,10KR5504BA
120241,KR ,Fine & Applied Arts,733,BA ,5504,Urban Studies and Planning ,5567,Social Justice ,5,2,3,0,2,1,1,0,0,0,1,0,0,3,2,10KR5504BA
120241,KR ,Fine & Applied Arts,733,BA ,5504,Urban Studies and Planning ,5907,BA USP / MUP UP ,2,1,1,0,2,0,0,0,0,0,0,0,0,2,0,10KR5907BA
120241,KR ,Fine & Applied Arts,733,MS ,5638,Sustainable Urban Management ,  ,  ,2,1,1,0,1,0,0,0,0,0,0,1,0,1,1,1PKS5638MS
120241,KR ,Fine & Applied Arts,733,MUP ,155,Urban Planning ,  ,  ,44,14,30,0,6,2,4,2,0,0,1,29,0,7,37,10KS0155MUP
120241,KR ,Fine & Applied Arts,733,MUP ,155,Urban Planning ,5907,BA USP / MUP UP ,5,2,3,0,2,0,2,1,0,0,0,0,0,5,0,10KS5907MUP
120241,KR ,Fine & Applied Arts,733,PHD ,274,Regional Planning ,  ,  ,14,4,10,0,4,1,1,0,0,0,0,8,0,0,14,10KS0274PHD
120241,KR ,Fine & Applied Arts,767,BS ,146,Architectural Studies ,  ,  ,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,10KR0146BS
120241,KR ,Fine & Applied Arts,767,BS ,4091,Architectural Studies ,  ,  ,422,187,235,0,185,59,28,85,0,0,20,41,4,358,64,10KR4091BS
120241,KR ,Fine & Applied Arts,767,MARCH ,5642,Architecture ,247,Architecture - 2 Yr ,117,51,66,0,33,9,0,6,0,0,3,66,0,44,73,10KS0247MARC
120241,KR ,Fine & Applied Arts,767,MARCH ,5642,Architecture ,248,Architecture Track 3 ,15,9,6,0,5,2,0,3,0,0,0,4,1,10,5,10KS0248MARC
120241,KR ,Fine & Applied Arts,767,MS ,4091,Architectural Studies ,  ,  ,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,10KS4091MS
120241,KR ,Fine & Applied Arts,767,PHD ,5642,Architecture ,  ,  ,11,4,7,0,1,0,0,0,0,0,0,10,0,1,10,10KS5642PHD
120241,KR ,Fine & Applied Arts,801,BA ,261,Dance ,  ,  ,6,0,6,0,2,2,1,1,0,0,0,0,0,5,1,10KR0261BA
120241,KR ,Fine & Applied Arts,801,BA ,261,Dance ,  ,  ,4,0,4,0,3,0,0,0,0,0,0,1,0,2,2,1DKR0261BA
120241,KR ,Fine & Applied Arts,801,BFA ,261,Dance ,  ,  ,34,4,30,0,17,1,9,5,0,0,2,0,0,27,7,10KR0261BFA
120241,KR ,Fine & Applied Arts,801,MFA ,261,Dance ,  ,  ,11,5,6,0,4,0,4,1,0,0,0,2,0,4,7,10KS0261MFA
120241,KR ,Fine & Applied Arts,883,BFA ,162,Theatre ,3980,Stage Management ,19,2,17,0,15,1,0,2,0,0,1,0,0,13,6,10KR3980BFA
120241,KR ,Fine & Applied Arts,883,BFA ,162,Theatre ,3985,Theatre Studies ,9,0,8,1,7,1,1,0,0,0,0,0,0,9,0,10KR3985BFA
120241,KR ,Fine & Applied Arts,883,BFA ,162,Theatre ,4081,Acting ,58,22,36,0,35,2,10,6,0,0,4,1,0,53,5,10KR4081BFA
120241,KR ,Fine & Applied Arts,883,BFA ,162,Theatre ,4082,Costume Design and Technology ,9,0,9,0,8,0,0,1,0,0,0,0,0,8,1,10KR4082BFA
120241,KR ,Fine & Applied Arts,883,BFA ,162,Theatre ,4083,Scenic Technology ,11,2,9,0,9,0,0,1,0,0,0,1,0,9,2,10KR4083BFA
120241,KR ,Fine & Applied Arts,883,BFA ,162,Theatre ,4084,Lighting Design and Technology ,8,5,3,0,4,0,2,2,0,0,0,0,0,8,0,10KR4084BFA
120241,KR ,Fine & Applied Arts,883,BFA ,162,Theatre ,4085,Sound Design and Technology ,9,6,3,0,5,0,3,1,0,0,0,0,0,9,0,10KR4085BFA
120241,KR ,Fine & Applied Arts,883,BFA ,162,Theatre ,4086,Scenic Design ,3,1,2,0,2,0,1,0,0,0,0,0,0,3,0,10KR4086BFA
120241,KR ,Fine & Applied Arts,883,BFA ,162,Theatre ,5896,Arts & Entertainment Technolgy ,5,3,2,0,5,0,0,0,0,0,0,0,0,5,0,10KR5896BFA
120241,KR ,Fine & Applied Arts,883,MA ,162,Theatre ,  ,  ,2,1,1,0,1,0,0,0,0,0,0,1,0,1,1,10KS0162MA
120241,KR ,Fine & Applied Arts,883,MFA ,162,Theatre ,  ,  ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,10KS0162MFA
120241,KR ,Fine & Applied Arts,883,MFA ,162,Theatre ,271,Design and Technology ,40,15,25,0,30,2,2,2,0,0,1,3,0,5,35,10KS0271MFA
120241,KR ,Fine & Applied Arts,883,MFA ,162,Theatre ,272,Acting ,9,3,6,0,4,0,3,2,0,0,0,0,0,1,8,10KS0272MFA
120241,KR ,Grauduate College,883,PHD ,162,Theatre ,  ,  ,8,4,4,0,7,0,0,0,0,0,0,1,0,1,7,10KS0162PHD
120241,KS ,Fine & Applied Arts,486,NDEG ,67,Nondegree ,  ,  ,4,1,3,0,2,1,0,0,0,0,1,0,0,3,1,10KS0067NDEG
120241,KT ,Media,238,PHD ,5202,Communications and Media ,  ,  ,36,13,23,0,2,1,1,3,0,0,1,27,1,4,32,10KS5202PHD
120241,KT ,Media,408,BS ,277,Advertising ,  ,  ,603,183,420,0,307,67,48,107,0,0,24,45,5,525,78,10KT0277BS
120241,KT ,Media,408,BS ,5673,Computer Science & Advertising ,  ,  ,69,39,30,0,8,44,2,5,0,0,1,8,1,32,37,10KT5673BS
120241,KT ,Media,408,MS ,277,Advertising ,  ,  ,30,10,20,0,3,1,0,2,0,0,1,23,0,4,26,10KS0277MS
120241,KT ,Media,408,MS ,5420,Strategic Brand Communication ,  ,  ,36,17,19,0,16,1,10,3,0,0,1,0,5,23,13,1PKS5420MSU
120241,KT ,Media,408,MS ,6159,Advertising ,  ,  ,2,1,1,0,0,0,0,0,0,0,0,2,0,0,2,10KS6159MS
120241,KT ,Media,408,NDEG ,5420,Strategic Brand Communication ,  ,  ,3,2,1,0,1,0,0,0,0,0,1,0,1,0,3,1PKS5420NDEU
120241,KT ,Media,436,BS ,5201,Media and Cinema Studies ,  ,  ,137,67,70,0,53,12,17,28,0,0,6,19,2,111,26,10KT5201BS
120241,KT ,Media,642,BS ,278,Journalism ,  ,  ,143,51,92,0,82,10,20,21,0,0,1,9,0,126,17,10KT0278BS
120241,KT ,Media,642,MS ,278,Journalism ,  ,  ,6,4,2,0,5,0,0,1,0,0,0,0,0,6,0,10KS0278MS
120241,KT ,Media,934,NDEG ,67,Nondegree ,  ,  ,17,8,9,0,9,4,1,1,0,0,0,2,0,15,2,10KT0067NDEG
120241,KU ,Law,853,JD ,385,Law ,  ,  ,518,272,241,5,271,60,26,47,0,1,13,54,46,217,301,10KU0385JD
120241,KU ,Law,853,JSD ,281,Law ,  ,  ,8,3,5,0,0,0,0,0,0,0,0,8,0,0,8,10KS0281JSD
120241,KU ,Law,853,LLM ,281,Law ,  ,  ,98,46,51,1,0,1,0,0,0,0,0,97,0,0,98,10KS0281LLM
