MSA.Code,City,Median Earnings: Men,Median Earnings: Women,Employment: Men,Employment: Women,Employment: Total,Earnings Difference (Women vs. Men),Earnings Percentage (Women vs. Men),Employment Difference (Women vs. Men),Employment Percentage (Women vs. Total),Group
45220,"Tallahassee, FL",60557,41056,1183,767,1950,19501,0.68,416,0.39,"Life, Physical, and Social Sciences"
45300,"Tampa-St. Petersburg-Clearwater, FL",48039,41237,563662,472894,1036556,6802,0.86,90768,0.46,All (STEM and Non-STEM)
45300,"Tampa-St. Petersburg-Clearwater, FL",77433,64710,50429,16123,66552,12723,0.84,34306,0.24,All STEM
45300,"Tampa-St. Petersburg-Clearwater, FL",78851,71113,31368,10137,41505,7738,0.9,21231,0.24,Computer and Mathematical
45300,"Tampa-St. Petersburg-Clearwater, FL",77523,65721,15608,2655,18263,11802,0.85,12953,0.15,Architecture and Engineering
45300,"Tampa-St. Petersburg-Clearwater, FL",66497,52107,3453,3331,6784,14390,0.78,122,0.49,"Life, Physical, and Social Sciences"
45340,"Taos, NM",45198,35098,4168,3650,7818,10100,0.78,518,0.47,All (STEM and Non-STEM)
45340,"Taos, NM",58333,65446,296,63,359,-7113,1.12,233,0.18,All STEM
45340,"Taos, NM",46222,63750,146,30,176,-17528,1.38,116,0.17,Computer and Mathematical
45340,"Taos, NM",104286,NA,74,2,76,NA,NA,72,0.03,Architecture and Engineering
45340,"Taos, NM",75313,93092,76,31,107,-17779,1.24,45,0.29,"Life, Physical, and Social Sciences"
45380,"Taylorville, IL",50800,37132,6101,4488,10589,13668,0.73,1613,0.42,All (STEM and Non-STEM)
45380,"Taylorville, IL",64677,69306,320,119,439,-4629,1.07,201,0.27,All STEM
45380,"Taylorville, IL",63816,59797,146,74,220,4019,0.94,72,0.34,Computer and Mathematical
45380,"Taylorville, IL",71136,86050,156,29,185,-14914,1.21,127,0.16,Architecture and Engineering
45380,"Taylorville, IL",49500,54722,18,16,34,-5222,1.11,2,0.47,"Life, Physical, and Social Sciences"
45460,"Terre Haute, IN",46687,35673,31656,23717,55373,11014,0.76,7939,0.43,All (STEM and Non-STEM)
45460,"Terre Haute, IN",77308,58403,1804,548,2352,18905,0.76,1256,0.23,All STEM
45460,"Terre Haute, IN",65000,51944,668,284,952,13056,0.8,384,0.3,Computer and Mathematical
45460,"Terre Haute, IN",79713,63286,1020,155,1175,16427,0.79,865,0.13,Architecture and Engineering
45460,"Terre Haute, IN",50625,64886,116,109,225,-14261,1.28,7,0.48,"Life, Physical, and Social Sciences"
45500,"Texarkana, TX-AR",49609,35154,24960,20681,45641,14455,0.71,4279,0.45,All (STEM and Non-STEM)
45500,"Texarkana, TX-AR",72432,52099,1010,514,1524,20333,0.72,496,0.34,All STEM
45500,"Texarkana, TX-AR",70270,34185,380,247,627,36085,0.49,133,0.39,Computer and Mathematical
45500,"Texarkana, TX-AR",84792,71667,395,100,495,13125,0.85,295,0.2,Architecture and Engineering
45500,"Texarkana, TX-AR",55974,51203,235,167,402,4771,0.91,68,0.42,"Life, Physical, and Social Sciences"
45520,"The Dalles, OR",43263,35866,4963,3232,8195,7397,0.83,1731,0.39,All (STEM and Non-STEM)
45520,"The Dalles, OR",67827,50000,249,100,349,17827,0.74,149,0.29,All STEM
45520,"The Dalles, OR",57500,64643,84,36,120,-7143,1.12,48,0.3,Computer and Mathematical
45520,"The Dalles, OR",68362,NA,150,7,157,NA,NA,143,0.04,Architecture and Engineering
45520,"The Dalles, OR",NA,43147,15,57,72,NA,NA,-42,0.79,"Life, Physical, and Social Sciences"
45540,"The Villages, FL",42636,33972,7028,7242,14270,8664,0.8,-214,0.51,All (STEM and Non-STEM)
45540,"The Villages, FL",108264,126000,369,170,539,-17736,1.16,199,0.32,All STEM
45540,"The Villages, FL",81840,126073,171,163,334,-44233,1.54,8,0.49,Computer and Mathematical
45540,"The Villages, FL",130781,NA,198,0,198,NA,NA,198,0,Architecture and Engineering
45540,"The Villages, FL",NA,NA,0,7,7,NA,NA,-7,1,"Life, Physical, and Social Sciences"
45580,"Thomaston, GA",42737,31544,4119,3466,7585,11193,0.74,653,0.46,All (STEM and Non-STEM)
45580,"Thomaston, GA",54000,53597,198,101,299,403,0.99,97,0.34,All STEM
45580,"Thomaston, GA",37279,NA,57,0,57,NA,NA,57,0,Computer and Mathematical
45580,"Thomaston, GA",62500,53597,116,101,217,8903,0.86,15,0.47,Architecture and Engineering
45580,"Thomaston, GA",NA,NA,25,0,25,NA,NA,25,0,"Life, Physical, and Social Sciences"
45620,"Thomasville, GA",45261,34482,7919,6807,14726,10779,0.76,1112,0.46,All (STEM and Non-STEM)
45620,"Thomasville, GA",104519,47284,321,173,494,57235,0.45,148,0.35,All STEM
45620,"Thomasville, GA",118672,27188,209,88,297,91484,0.23,121,0.3,Computer and Mathematical
45620,"Thomasville, GA",39550,NA,87,16,103,NA,NA,71,0.16,Architecture and Engineering
45620,"Thomasville, GA",NA,NA,25,69,94,NA,NA,-44,0.73,"Life, Physical, and Social Sciences"
45660,"Tiffin, OH",46535,35176,10816,7406,18222,11359,0.76,3410,0.41,All (STEM and Non-STEM)
45660,"Tiffin, OH",63707,45550,566,105,671,18157,0.71,461,0.16,All STEM
45660,"Tiffin, OH",63594,46136,95,42,137,17458,0.73,53,0.31,Computer and Mathematical
45660,"Tiffin, OH",64260,44943,397,43,440,19317,0.7,354,0.1,Architecture and Engineering
45660,"Tiffin, OH",62833,NA,74,20,94,NA,NA,54,0.21,"Life, Physical, and Social Sciences"
45700,"Tifton, GA",36210,31033,7875,6327,14202,5177,0.86,1548,0.45,All (STEM and Non-STEM)
45700,"Tifton, GA",62198,74722,403,134,537,-12524,1.2,269,0.25,All STEM
45700,"Tifton, GA",85703,52434,103,63,166,33269,0.61,40,0.38,Computer and Mathematical
45700,"Tifton, GA",60179,NA,180,18,198,NA,NA,162,0.09,Architecture and Engineering
45700,"Tifton, GA",61479,81563,120,53,173,-20084,1.33,67,0.31,"Life, Physical, and Social Sciences"
45740,"Toccoa, GA",38860,32752,4159,3077,7236,6108,0.84,1082,0.43,All (STEM and Non-STEM)
45740,"Toccoa, GA",81367,NA,155,0,155,NA,NA,155,0,All STEM
45740,"Toccoa, GA",57981,NA,37,0,37,NA,NA,37,0,Computer and Mathematical
