MSA.Code,City,Median Earnings: Men,Median Earnings: Women,Employment: Men,Employment: Women,Employment: Total,Earnings Difference (Women vs. Men),Earnings Percentage (Women vs. Men),Employment Difference (Women vs. Men),Employment Percentage (Women vs. Total),Group
14460,"Boston-Cambridge-Newton, MA-NH",99521,81229,49123,9221,58344,18292,0.82,39902,0.16,Architecture and Engineering
14460,"Boston-Cambridge-Newton, MA-NH",90249,78508,25485,21580,47065,11741,0.87,3905,0.46,"Life, Physical, and Social Sciences"
14500,"Boulder, CO",71174,54173,66071,43561,109632,17001,0.76,22510,0.4,All (STEM and Non-STEM)
14500,"Boulder, CO",104094,81549,15926,4256,20182,22545,0.78,11670,0.21,All STEM
14500,"Boulder, CO",108791,90676,8289,2081,10370,18115,0.83,6208,0.2,Computer and Mathematical
14500,"Boulder, CO",101806,82386,5165,905,6070,19420,0.81,4260,0.15,Architecture and Engineering
14500,"Boulder, CO",75795,66875,2472,1270,3742,8920,0.88,1202,0.34,"Life, Physical, and Social Sciences"
14540,"Bowling Green, KY",46409,33861,30626,23411,54037,12548,0.73,7215,0.43,All (STEM and Non-STEM)
14540,"Bowling Green, KY",64950,52292,1604,497,2101,12658,0.81,1107,0.24,All STEM
14540,"Bowling Green, KY",57083,50114,413,123,536,6969,0.88,290,0.23,Computer and Mathematical
14540,"Bowling Green, KY",70417,63594,1006,249,1255,6823,0.9,757,0.2,Architecture and Engineering
14540,"Bowling Green, KY",65446,58203,185,125,310,7243,0.89,60,0.4,"Life, Physical, and Social Sciences"
14580,"Bozeman, MT",51474,40680,23368,14863,38231,10794,0.79,8505,0.39,All (STEM and Non-STEM)
14580,"Bozeman, MT",68821,54219,2595,745,3340,14602,0.79,1850,0.22,All STEM
14580,"Bozeman, MT",75982,50448,991,287,1278,25534,0.66,704,0.22,Computer and Mathematical
14580,"Bozeman, MT",70301,60665,997,117,1114,9636,0.86,880,0.11,Architecture and Engineering
14580,"Bozeman, MT",49738,55764,607,341,948,-6026,1.12,266,0.36,"Life, Physical, and Social Sciences"
14620,"Bradford, PA",48110,36200,7282,5592,12874,11910,0.75,1690,0.43,All (STEM and Non-STEM)
14620,"Bradford, PA",75019,47679,427,106,533,27340,0.64,321,0.2,All STEM
14620,"Bradford, PA",75750,49500,67,16,83,26250,0.65,51,0.19,Computer and Mathematical
14620,"Bradford, PA",75706,47917,297,41,338,27789,0.63,256,0.12,Architecture and Engineering
14620,"Bradford, PA",61490,39875,63,49,112,21615,0.65,14,0.44,"Life, Physical, and Social Sciences"
14660,"Brainerd, MN",48929,38418,16496,12214,28710,10511,0.79,4282,0.43,All (STEM and Non-STEM)
14660,"Brainerd, MN",72644,74276,849,219,1068,-1632,1.02,630,0.21,All STEM
14660,"Brainerd, MN",75625,77188,360,132,492,-1563,1.02,228,0.27,Computer and Mathematical
14660,"Brainerd, MN",64076,85357,342,42,384,-21281,1.33,300,0.11,Architecture and Engineering
14660,"Brainerd, MN",80250,72708,147,45,192,7542,0.91,102,0.23,"Life, Physical, and Social Sciences"
14700,"Branson, MO",37035,30600,9160,7580,16740,6435,0.83,1580,0.45,All (STEM and Non-STEM)
14700,"Branson, MO",50819,54458,346,139,485,-3639,1.07,207,0.29,All STEM
14700,"Branson, MO",51789,59554,247,83,330,-7765,1.15,164,0.25,Computer and Mathematical
14700,"Branson, MO",37083,38500,92,26,118,-1417,1.04,66,0.22,Architecture and Engineering
14700,"Branson, MO",NA,48214,7,30,37,NA,NA,-23,0.81,"Life, Physical, and Social Sciences"
14720,"Breckenridge, CO",45595,41657,9200,5096,14296,3938,0.91,4104,0.36,All (STEM and Non-STEM)
14720,"Breckenridge, CO",87286,63264,300,133,433,24022,0.72,167,0.31,All STEM
14720,"Breckenridge, CO",93484,63472,174,66,240,30012,0.68,108,0.28,Computer and Mathematical
14720,"Breckenridge, CO",85786,NA,120,33,153,NA,NA,87,0.22,Architecture and Engineering
14720,"Breckenridge, CO",NA,NA,6,34,40,NA,NA,-28,0.85,"Life, Physical, and Social Sciences"
14740,"Bremerton-Silverdale-Port Orchard, WA",65159,46530,47029,31433,78462,18629,0.71,15596,0.4,All (STEM and Non-STEM)
14740,"Bremerton-Silverdale-Port Orchard, WA",89044,76429,6234,1488,7722,12615,0.86,4746,0.19,All STEM
14740,"Bremerton-Silverdale-Port Orchard, WA",93973,78920,2421,649,3070,15053,0.84,1772,0.21,Computer and Mathematical
14740,"Bremerton-Silverdale-Port Orchard, WA",90106,83237,3112,507,3619,6869,0.92,2605,0.14,Architecture and Engineering
14740,"Bremerton-Silverdale-Port Orchard, WA",71208,67237,701,332,1033,3971,0.94,369,0.32,"Life, Physical, and Social Sciences"
14780,"Brenham, TX",42311,35429,6559,5712,12271,6882,0.84,847,0.47,All (STEM and Non-STEM)
14780,"Brenham, TX",74676,NA,339,33,372,NA,NA,306,0.09,All STEM
14780,"Brenham, TX",52813,NA,188,0,188,NA,NA,188,0,Computer and Mathematical
14780,"Brenham, TX",140163,NA,133,33,166,NA,NA,100,0.2,Architecture and Engineering
14780,"Brenham, TX",NA,NA,18,0,18,NA,NA,18,0,"Life, Physical, and Social Sciences"
14820,"Brevard, NC",40965,35709,4984,3595,8579,5256,0.87,1389,0.42,All (STEM and Non-STEM)
14820,"Brevard, NC",65547,48571,159,84,243,16976,0.74,75,0.35,All STEM
14820,"Brevard, NC",66563,73571,76,54,130,-7008,1.11,22,0.42,Computer and Mathematical
14820,"Brevard, NC",81250,NA,63,6,69,NA,NA,57,0.09,Architecture and Engineering
14820,"Brevard, NC",NA,NA,20,24,44,NA,NA,-4,0.55,"Life, Physical, and Social Sciences"
14860,"Bridgeport-Stamford-Norwalk, CT",78881,61640,188877,132883,321760,17241,0.78,55994,0.41,All (STEM and Non-STEM)
14860,"Bridgeport-Stamford-Norwalk, CT",105461,90742,17401,5369,22770,14719,0.86,12032,0.24,All STEM
14860,"Bridgeport-Stamford-Norwalk, CT",106370,94681,10257,2889,13146,11689,0.89,7368,0.22,Computer and Mathematical
14860,"Bridgeport-Stamford-Norwalk, CT",100744,78672,5619,899,6518,22072,0.78,4720,0.14,Architecture and Engineering
14860,"Bridgeport-Stamford-Norwalk, CT",119455,82625,1525,1581,3106,36830,0.69,-56,0.51,"Life, Physical, and Social Sciences"
15020,"Brookhaven, MS",51141,32060,5537,4395,9932,19081,0.63,1142,0.44,All (STEM and Non-STEM)
15020,"Brookhaven, MS",65341,NA,321,34,355,NA,NA,287,0.1,All STEM
15020,"Brookhaven, MS",64886,NA,63,19,82,NA,NA,44,0.23,Computer and Mathematical
15020,"Brookhaven, MS",87566,NA,194,15,209,NA,NA,179,0.07,Architecture and Engineering
15020,"Brookhaven, MS",51607,NA,64,0,64,NA,NA,64,0,"Life, Physical, and Social Sciences"
15060,"Brookings, OR",58211,36326,2843,2003,4846,21885,0.62,840,0.41,All (STEM and Non-STEM)
15060,"Brookings, OR",111144,64833,129,44,173,46311,0.58,85,0.25,All STEM
15060,"Brookings, OR",131563,64833,19,44,63,66730,0.49,-25,0.7,Computer and Mathematical
15060,"Brookings, OR",77667,NA,28,0,28,NA,NA,28,0,Architecture and Engineering
15060,"Brookings, OR",111755,NA,82,0,82,NA,NA,82,0,"Life, Physical, and Social Sciences"
15100,"Brookings, SD",49382,39158,7064,5086,12150,10224,0.79,1978,0.42,All (STEM and Non-STEM)
15100,"Brookings, SD",61767,60107,724,305,1029,1660,0.97,419,0.3,All STEM
15100,"Brookings, SD",72107,72500,219,64,283,-393,1.01,155,0.23,Computer and Mathematical
15100,"Brookings, SD",61583,72083,339,141,480,-10500,1.17,198,0.29,Architecture and Engineering
15100,"Brookings, SD",49250,53224,166,100,266,-3974,1.08,66,0.38,"Life, Physical, and Social Sciences"
15140,"Brownsville, TN",37181,31295,2997,2628,5625,5886,0.84,369,0.47,All (STEM and Non-STEM)
15140,"Brownsville, TN",49659,NA,48,5,53,NA,NA,43,0.09,All STEM
15140,"Brownsville, TN",NA,NA,10,0,10,NA,NA,10,0,Computer and Mathematical
15140,"Brownsville, TN",NA,NA,13,0,13,NA,NA,13,0,Architecture and Engineering
15140,"Brownsville, TN",NA,NA,25,5,30,NA,NA,20,0.17,"Life, Physical, and Social Sciences"
15180,"Brownsville-Harlingen, TX",33686,28299,63581,48175,111756,5387,0.84,15406,0.43,All (STEM and Non-STEM)
15180,"Brownsville-Harlingen, TX",57566,43144,1354,425,1779,14422,0.75,929,0.24,All STEM
15180,"Brownsville-Harlingen, TX",51105,31574,628,174,802,19531,0.62,454,0.22,Computer and Mathematical
15180,"Brownsville-Harlingen, TX",62019,76861,549,81,630,-14842,1.24,468,0.13,Architecture and Engineering
15180,"Brownsville-Harlingen, TX",56797,50690,177,170,347,6107,0.89,7,0.49,"Life, Physical, and Social Sciences"
15220,"Brownwood, TX",42063,31707,6775,5222,11997,10356,0.75,1553,0.44,All (STEM and Non-STEM)
15220,"Brownwood, TX",66856,88750,199,31,230,-21894,1.33,168,0.13,All STEM
15220,"Brownwood, TX",67375,NA,65,5,70,NA,NA,60,0.07,Computer and Mathematical
15220,"Brownwood, TX",66316,NA,88,5,93,NA,NA,83,0.05,Architecture and Engineering
15220,"Brownwood, TX",107604,NA,46,21,67,NA,NA,25,0.31,"Life, Physical, and Social Sciences"
15260,"Brunswick, GA",45638,35706,19826,17042,36868,9932,0.78,2784,0.46,All (STEM and Non-STEM)
15260,"Brunswick, GA",85063,50208,849,400,1249,34855,0.59,449,0.32,All STEM
15260,"Brunswick, GA",103493,55114,462,169,631,48379,0.53,293,0.27,Computer and Mathematical
15260,"Brunswick, GA",77813,136250,318,28,346,-58437,1.75,290,0.08,Architecture and Engineering
15260,"Brunswick, GA",51797,44485,69,203,272,7312,0.86,-134,0.75,"Life, Physical, and Social Sciences"
15340,"Bucyrus-Galion, OH",42561,33059,7670,5621,13291,9502,0.78,2049,0.42,All (STEM and Non-STEM)
15340,"Bucyrus-Galion, OH",64866,54688,341,96,437,10178,0.84,245,0.22,All STEM
15340,"Bucyrus-Galion, OH",46250,65288,154,57,211,-19038,1.41,97,0.27,Computer and Mathematical
15340,"Bucyrus-Galion, OH",67102,36806,187,37,224,30296,0.55,150,0.17,Architecture and Engineering
15340,"Bucyrus-Galion, OH",NA,NA,0,2,2,NA,NA,-2,1,"Life, Physical, and Social Sciences"
15380,"Buffalo-Cheektowaga, NY",54488,44609,209101,168421,377522,9879,0.82,40680,0.45,All (STEM and Non-STEM)
15380,"Buffalo-Cheektowaga, NY",74338,61515,17942,5593,23535,12823,0.83,12349,0.24,All STEM
15380,"Buffalo-Cheektowaga, NY",72022,59792,8904,2814,11718,12230,0.83,6090,0.24,Computer and Mathematical
15380,"Buffalo-Cheektowaga, NY",80072,61383,7280,1286,8566,18689,0.77,5994,0.15,Architecture and Engineering
15380,"Buffalo-Cheektowaga, NY",65833,64154,1758,1493,3251,1679,0.97,265,0.46,"Life, Physical, and Social Sciences"
15420,"Burley, ID",44188,29363,8821,4992,13813,14825,0.66,3829,0.36,All (STEM and Non-STEM)
15420,"Burley, ID",67917,46250,273,163,436,21667,0.68,110,0.37,All STEM
15420,"Burley, ID",28750,38971,54,74,128,-10221,1.36,-20,0.58,Computer and Mathematical
15420,"Burley, ID",88162,NA,151,9,160,NA,NA,142,0.06,Architecture and Engineering
